Timestamp,"Các bạn vui lòng chọn mức độ đồng ý của mình với mỗi câu nhận định sau đây (1 - rất không đồng ý, 5 - rất đồng ý):   [Tôi biết rõ về AR]",I. Độ quen thuộc với công nghệ và ứng dụng AR [1. Tôi quen thuộc với những công nghệ này],I. Độ quen thuộc với công nghệ và ứng dụng AR [2. Tôi đang sử dụng những công nghệ này trong cuộc sống hàng ngày],II. Sử dụng trong các lĩnh vực của cuộc sống (có thể chọn nhiều đáp án),III. Mức độ quen thuộc với các ứng dụng AR và phương pháp mua sắm khi sử dụng AR (các ứng dụng của AR được sử dụng trong mua sắm) [1. Môi trường mua sắm ảo],III. Mức độ quen thuộc với các ứng dụng AR và phương pháp mua sắm khi sử dụng AR (các ứng dụng của AR được sử dụng trong mua sắm) [2. Chuyến tham quan ảo],"III. Mức độ quen thuộc với các ứng dụng AR và phương pháp mua sắm khi sử dụng AR (các ứng dụng của AR được sử dụng trong mua sắm) [3. Hình dung, mô hình]",III. Mức độ quen thuộc với các ứng dụng AR và phương pháp mua sắm khi sử dụng AR (các ứng dụng của AR được sử dụng trong mua sắm) [4. Giả lập],I. Sự thích thú [1. Tôi nhận thấy mua hàng thời trang thông qua các ứng dụng thực tế ảo tăng cường thú vị.],I. Sự thích thú [2. Tôi nhận thấy quá trình mua hàng thông qua các ứng dụng thực tế ảo tăng cường khiến tôi hài lòng],I. Sự thích thú [3. Tôi cảm thấy vui vẻ khi sử dụng các ứng dụng thực tế ảo tăng cường trong quá trình mua hàng.],I. Sự thích thú [4. Tôi nhận thấy mua hàng thời trang thông qua các ứng dụng thực tế ảo tăng cường hấp dẫn.],II. Bản sắc xã hội [1. Sử dụng thực tế ảo tăng cường trong mua sắm thời trang khiến tôi cảm thấy bản thân được cảm nhận.],II. Bản sắc xã hội [2. Sử dụng thực tế ảo tăng cường trong mua sắm thời trang giúp cải thiện cách tôi nhận được khi mua hàng.],II. Bản sắc xã hội [3. Sử dụng thực tế ảo tăng cường trong mua sắm thời trang tạo ấn tượng tốt với người khác.],II. Bản sắc xã hội [4. Vai trò của tôi trong xã hội đòi hỏi phải sử dụng thực tế ảo tăng cường trong mua sắm thời trang.],III. Bản sắc cá nhân [1. Sử dụng thực tế ảo tăng cường trong mua sắm thời trang giúp tôi đạt được hình mẫu mà tôi hướng đến.],III. Bản sắc cá nhân [2. Sử dụng thực tế ảo tăng cường trong mua sắm thời trang giúp chúng ta giảm khoảng cách giữa giữa con người hiện tại của tôi và hình mẫu mà tôi mong muốn trở thành],III. Bản sắc cá nhân [3.  Sử dụng thực tế ảo tăng cường trong mua sắm thời trang là một phần hình mẫu của tôi.],IV. Dễ sử dụng [1. Tôi nghĩ rằng việc sử dụng ứng dụng thực tế ảo tăng cường rất dễ dàng],IV. Dễ sử dụng [2. Tôi nghĩ rất đơn giản để học cách sử dụng ứng dụng thực tế ảo tăng cường.],IV. Dễ sử dụng [3. Tôi nghĩ rằng nó không đòi hỏi nhiều nỗ lực để sử dụng một ứng dụng thực tế ảo tăng cường.],IV. Dễ sử dụng [4.  Tôi nghĩ rằng ứng dụng thực tế ảo tăng cường là rất rõ ràng và dễ hiểu.],V. Lợi ích [1. Tôi có thể cải thiện quy trình mua hàng thời trang với một ứng dụng thực tế ảo tăng cường.],V. Lợi ích [2. Quá trình mua hàng thời trang của tôi sẽ hiệu quả hơn khi áp dụng ứng dụng thực tế ảo tăng cường],V. Lợi ích [3. Thực tế ảo tăng cường sẽ hữu ích khi mua hàng thời trang],V. Lợi ích [4. Thực tế ảo tăng cường sẽ cải thiện khả năng của tôi khi mua hàng trực tuyến.],VI. Thái độ [1. Tôi thích ý tưởng mua hàng thời trang với thực tế ảo tăng cường.],VI. Thái độ [2. Tôi nghĩ rằng đó là một ý kiến hay khi mua hàng thời trang với thực tế ảo tăng cường.],VI. Thái độ [3. Tôi có một cái nhìn thích thú với việc mua hàng thời trang với thực tế ảo tăng cường],VII. Giá trị [1. Ứng dụng thực tế ảo tăng cường có thể mang lại lợi ích cho tôi nhiều hơn so với mức cần.],VII. Giá trị [2. Các ứng dụng thực tế ảo tăng cường phải xứng đáng đối với tôi so với sự yêu cầu được nhận lại.],"VII. Giá trị [3.  Nhìn chung, các ứng dụng thực tế ảo tăng cường đều mang giá trị tốt.]",VIII.  Sự vui vẻ [1. Sử dụng các ứng dụng thực tế ảo tăng cường trong mua sắm thời trang rất vui.],VIII.  Sự vui vẻ [2. Sử dụng các ứng dụng thực tế ảo tăng cường trong mua sắm thời trang rất hứng thú .],VIII.  Sự vui vẻ [3. Sử dụng các ứng dụng thực tế ảo tăng cường trong mua sắm thời trang rất giải trí.],IX.  Ý định sử dụng [1. Tôi sẽ xem xét thực tế ảo tăng cường khi mua hàng thời trang.],IX.  Ý định sử dụng [2. Tôi sẽ sử dụng thực tế ảo tăng cường thường xuyên trong mua hàng thời trang trong tương lai.],IX.  Ý định sử dụng [3. Tôi nghĩ sẽ rất đáng để tôi sử dụng thực tế ảo tăng cường trong mua hàng thời trang.],IX.  Ý định sử dụng [4. Tôi dự định chi nhiều tiền hơn khi mua hàng thời trang với thực tế ảo tăng cường.],Gender,Age,Location
30/10/2022 21:59:47,4,4,2,"Giải trí, Học tập, giáo dục",5,5,4,4,5,5,5,4,5,4,4,5,5,4,5,3,4,5,4,5,4,5,5,4,3,5,5,4,5,5,4,5,5,4,4,4,nữ,Trên 40 tuổi,miền Trung
30/10/2022 22:00:00,3,3,2,Giải trí,3,2,1,1,4,5,4,3,4,5,4,3,3,5,4,4,5,3,4,3,5,4,3,4,5,4,4,3,4,4,4,3,4,4,4,4,nữ,Trên 40 tuổi,miền Trung
30/10/2022 22:00:53,3,3,2,"Giải trí, Học tập, giáo dục",1,1,2,2,4,4,4,4,4,5,5,4,5,4,5,4,5,5,4,4,5,4,5,4,4,5,4,4,4,5,5,5,5,5,5,4,nữ,Trên 40 tuổi,miền Trung
30/10/2022 22:01:00,2,2,1,Khác,5,2,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,2,1,1,2,1,2,1,2,1,1,2,2,2,1,1,2,2,2,1,nữ,Trên 40 tuổi,miền Trung
30/10/2022 22:01:17,1,2,1,"Giải trí, Du lịch ảo / trải nghiệm",2,2,1,2,5,4,4,5,4,3,4,5,3,4,3,4,3,4,4,3,4,4,4,3,4,4,3,4,4,3,4,3,4,4,3,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:02:23,2,2,1,Giải trí,1,1,2,1,4,5,5,5,5,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,4,4,nữ,30 đến 39 tuổi,miền Trung
30/10/2022 22:02:28,1,1,1,"Giải trí, Du lịch ảo / trải nghiệm",1,2,2,1,4,4,5,4,4,5,5,4,4,4,3,3,3,4,3,3,4,5,4,4,5,5,4,5,4,4,3,3,3,4,3,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:04:14,1,1,1,"Giải trí, Học tập, giáo dục",1,1,1,1,4,5,4,5,4,5,4,5,4,5,4,4,5,4,4,5,5,4,4,4,3,4,5,4,5,4,3,4,5,4,3,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:05:41,3,3,2,"Giải trí, Học tập, giáo dục",3,2,1,2,2,1,2,1,2,4,4,5,5,4,4,3,5,4,3,5,4,4,5,3,4,4,4,3,4,5,4,5,4,5,4,3,nam,30 đến 39 tuổi,miền Trung
30/10/2022 22:06:45,2,2,1,Giải trí,1,1,2,1,5,5,5,5,5,5,5,4,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,nữ,30 đến 39 tuổi,miền Trung
30/10/2022 22:10:04,2,2,1,Khác,2,1,1,2,4,5,4,4,4,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,nữ,30 đến 39 tuổi,miền Trung
30/10/2022 22:10:09,4,4,4,Mua sắm thời trang,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:11:26,3,3,3,Giải trí,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,nam,Trên 40 tuổi,miền Nam
30/10/2022 22:11:43,4,4,4,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Khác",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:12:45,3,4,3,Giải trí,4,5,4,4,4,5,3,4,4,3,4,5,4,5,3,4,3,4,5,4,3,4,4,5,4,4,4,3,4,3,2,4,4,5,3,4,nam,30 đến 39 tuổi,miền Trung
30/10/2022 22:13:48,4,3,4,Du lịch ảo / trải nghiệm,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:14:12,3,3,2,"Học tập, giáo dục",3,2,2,1,4,5,4,4,4,5,4,3,4,5,4,4,3,5,4,3,4,5,4,4,3,4,4,5,4,4,5,4,4,3,4,4,nam,30 đến 39 tuổi,miền Trung
30/10/2022 22:14:34,5,5,5,"Du lịch ảo / trải nghiệm, Học tập, giáo dục",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:15:03,3,3,4,Giải trí,4,5,4,4,4,5,4,4,4,5,4,3,5,4,4,3,5,4,4,4,4,5,4,4,5,4,4,5,4,4,3,5,4,5,4,3,nữ,30 đến 39 tuổi,miền Trung
30/10/2022 22:15:55,3,2,2,Du lịch ảo / trải nghiệm,3,2,3,2,5,4,5,4,4,4,4,5,4,5,5,5,4,5,5,5,3,5,4,4,3,4,4,5,3,4,5,4,3,4,5,4,nữ,30 đến 39 tuổi,miền Trung
30/10/2022 22:15:56,3,5,5,"Học tập, giáo dục",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,5,5,4,5,5,5,5,5,5,4,4,4,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:16:33,2,2,1,Giải trí,1,1,2,1,5,4,4,5,4,5,5,5,5,4,3,4,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,nữ,30 đến 39 tuổi,miền Trung
30/10/2022 22:17:04,3,3,2,Du lịch ảo / trải nghiệm,3,2,2,2,5,4,3,4,3,4,4,3,4,4,5,4,5,5,4,3,5,3,4,4,5,3,3,4,5,4,3,4,4,3,4,4,nữ,30 đến 39 tuổi,miền Trung
30/10/2022 22:18:04,2,2,2,Giải trí,1,1,1,2,5,4,4,5,4,4,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,4,4,4,nữ,30 đến 39 tuổi,miền Trung
30/10/2022 22:18:10,3,3,2,"Du lịch ảo / trải nghiệm, Học tập, giáo dục",4,2,3,3,4,3,5,4,4,5,3,4,4,5,4,3,4,4,5,4,3,4,4,3,5,4,4,3,3,4,5,3,3,4,3,3,nữ,30 đến 39 tuổi,miền Trung
30/10/2022 22:19:08,3,2,2,"Du lịch ảo / trải nghiệm, Học tập, giáo dục",3,2,2,2,4,3,4,4,5,3,4,5,4,3,3,4,5,4,3,4,3,4,4,3,3,4,3,5,4,4,3,3,5,4,3,3,nam,30 đến 39 tuổi,miền Trung
30/10/2022 22:19:44,3,2,2,"Giải trí, Học tập, giáo dục",1,2,3,3,4,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,nữ,30 đến 39 tuổi,miền Trung
30/10/2022 22:19:46,3,3,3,"Giải trí, Du lịch ảo / trải nghiệm, Mua sắm thời trang",2,2,3,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:20:01,3,3,4,"Giải trí, Học tập, giáo dục, Mua sắm thời trang",4,3,4,4,5,5,4,5,5,4,5,4,5,5,5,4,5,5,5,4,4,5,4,4,5,5,5,5,4,4,4,5,4,5,5,4,nam,30 đến 39 tuổi,miền Trung
30/10/2022 22:20:58,3,4,5,Du lịch ảo / trải nghiệm,3,2,2,2,4,4,5,5,4,4,4,5,4,5,4,4,4,4,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4,3,5,4,nam,30 đến 39 tuổi,miền Trung
30/10/2022 22:22:29,3,4,4,Giải trí,3,1,2,2,4,4,3,4,3,3,4,3,5,4,5,4,5,4,4,4,3,4,5,5,4,5,3,5,4,3,4,3,5,4,5,5,nam,30 đến 39 tuổi,miền Trung
30/10/2022 22:22:44,4,3,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:23:26,3,2,2,Giải trí,2,2,2,2,3,3,3,4,4,4,3,3,3,4,5,3,3,3,5,4,3,4,3,3,4,3,3,4,3,4,3,4,4,4,3,3,nam,30 đến 39 tuổi,miền Trung
30/10/2022 22:24:25,3,3,2,Du lịch ảo / trải nghiệm,4,3,2,3,4,3,4,5,5,4,4,4,4,5,3,3,4,3,5,4,5,3,5,3,4,5,4,3,4,4,3,5,4,3,3,5,nam,20 đến 29 tuổi,miền Trung
30/10/2022 22:24:48,1,2,2,"Học tập, giáo dục",2,2,1,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:25:08,4,4,4,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Khác",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:26:10,4,4,4,Giải trí,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:26:11,3,4,3,Du lịch ảo / trải nghiệm,4,2,2,2,3,5,4,4,3,3,4,5,5,3,3,4,4,3,4,4,3,4,4,4,5,4,4,3,4,3,4,3,4,3,4,3,nam,30 đến 39 tuổi,miền Trung
30/10/2022 22:26:55,4,4,4,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Khác",4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:27:02,5,4,4,Khác,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,3,3,4,4,3,4,4,3,4,4,3,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:27:41,2,2,2,Giải trí,2,2,2,2,4,5,4,5,5,5,5,5,4,4,4,4,5,5,5,5,4,5,5,4,4,5,4,4,4,5,5,5,5,5,5,4,nữ,30 đến 39 tuổi,miền Trung
30/10/2022 22:27:46,4,4,4,Du lịch ảo / trải nghiệm,1,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:27:53,5,3,3,"Học tập, giáo dục",2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:27:58,4,4,4,"Học tập, giáo dục",4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,1,3,1,3,3,3,3,3,3,3,3,3,2,3,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:28:13,3,3,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Khác",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:28:14,2,2,2,"Du lịch ảo / trải nghiệm, Học tập, giáo dục",2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,nữ,20 đến 29 tuổi,miền Bắc
30/10/2022 22:28:14,3,4,3,Khác,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,2,2,3,3,2,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:28:26,3,3,2,Giải trí,2,2,1,2,3,4,5,4,3,5,4,4,4,3,4,4,4,5,4,4,3,4,4,4,5,4,3,4,4,3,5,3,4,3,4,4,nam,30 đến 39 tuổi,miền Trung
30/10/2022 22:29:05,2,2,2,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:29:15,2,2,2,Khác,4,2,3,3,3,2,3,4,3,3,3,4,4,3,3,3,3,4,4,3,4,3,4,3,3,4,4,3,4,4,3,4,3,3,4,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:29:24,4,4,4,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:29:44,3,3,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Khác",3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:30:13,2,3,3,Khác,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,4,4,3,4,4,3,4,3,4,4,4,3,3,3,3,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:30:26,1,4,4,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:30:57,3,3,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Khác",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:30:59,3,2,2,Giải trí,2,2,1,1,4,4,5,5,5,4,4,4,4,5,4,4,4,4,4,5,4,5,4,4,4,5,4,5,4,5,5,5,4,4,4,5,nữ,30 đến 39 tuổi,miền Trung
30/10/2022 22:31:09,4,4,4,Giải trí,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:32:04,3,3,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Khác",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:33:26,4,4,3,Du lịch ảo / trải nghiệm,3,3,3,3,3,3,4,3,3,2,2,2,3,3,2,2,3,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,2,2,2,3,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:33:48,3,3,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Khác",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:34:26,4,4,4,Khác,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:34:40,3,1,2,Khác,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,3,3,3,2,3,2,3,3,2,3,2,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:36:00,1,1,1,Khác,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:36:05,1,2,1,Giải trí,1,2,2,1,4,3,5,4,4,3,5,4,4,5,4,4,3,4,4,5,4,5,4,5,4,4,5,4,3,5,4,3,5,4,4,5,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:37:11,2,1,1,Du lịch ảo / trải nghiệm,3,2,2,1,4,4,3,5,5,5,4,5,4,3,5,5,4,4,4,5,3,4,5,4,3,4,5,3,5,4,3,4,4,3,4,5,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:38:07,4,4,4,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục",4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,5,4,4,5,4,5,4,4,4,4,4,4,4,4,4,nữ,Trên 40 tuổi,miền Trung
30/10/2022 22:38:18,1,1,1,Giải trí,1,2,1,2,3,3,4,4,5,4,4,4,3,5,4,3,3,4,5,4,4,3,5,3,4,5,5,4,3,5,4,5,4,5,3,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:38:58,3,3,3,"Du lịch ảo / trải nghiệm, Học tập, giáo dục",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:39:05,5,5,5,"Giải trí, Du lịch ảo / trải nghiệm",4,4,4,4,4,4,4,4,4,3,5,4,4,5,3,3,4,5,5,4,4,5,5,4,2,4,2,4,4,4,4,4,4,4,4,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:39:19,3,3,3,"Học tập, giáo dục",1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:39:29,2,2,2,"Giải trí, Khác",2,2,1,1,4,5,4,4,4,4,5,4,4,5,4,5,4,4,5,4,5,4,5,5,5,4,5,4,4,5,4,5,4,4,5,4,nữ,30 đến 39 tuổi,miền Trung
30/10/2022 22:39:36,3,4,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",4,4,5,4,4,4,4,3,4,4,4,5,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,nữ,Trên 40 tuổi,miền Trung
30/10/2022 22:40:07,4,4,4,"Du lịch ảo / trải nghiệm, Học tập, giáo dục",3,4,4,3,4,3,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:40:13,5,2,3,Du lịch ảo / trải nghiệm,3,3,3,3,3,3,4,3,3,3,3,3,5,2,4,2,2,3,3,3,2,2,3,2,2,5,4,3,5,4,3,5,5,5,5,5,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:40:48,1,1,1,"Giải trí, Du lịch ảo / trải nghiệm",1,1,2,1,2,1,2,2,4,4,5,4,4,3,5,3,5,4,2,3,4,4,3,5,4,5,3,3,3,4,4,3,4,3,4,5,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:40:53,3,3,3,Khác,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:41:03,5,3,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",4,4,4,4,4,3,4,5,4,4,3,3,4,3,3,3,3,3,4,4,4,4,3,4,3,4,4,4,3,4,3,3,4,4,3,5,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:41:13,4,4,4,"Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",4,4,4,4,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:41:40,2,5,2,Giải trí,1,3,3,3,3,2,3,3,4,4,5,5,5,3,3,3,3,2,1,1,1,2,5,2,3,3,3,4,2,3,2,3,3,3,3,3,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:41:54,1,2,1,"Giải trí, Du lịch ảo / trải nghiệm",1,1,1,1,4,5,5,4,3,4,5,3,4,3,4,4,3,5,4,4,3,5,4,4,3,4,5,3,4,4,4,5,5,4,3,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:42:19,4,3,3,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:42:46,4,4,5,"Học tập, giáo dục",3,2,3,3,3,2,3,3,3,3,3,4,5,5,5,5,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:43:12,2,2,1,Du lịch ảo / trải nghiệm,1,1,2,1,4,3,4,4,3,4,4,3,4,4,3,4,5,4,3,4,3,4,5,4,3,3,4,5,4,5,5,5,4,5,4,5,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:43:14,2,2,2,Giải trí,1,1,2,1,4,5,5,4,4,4,5,4,5,4,4,5,5,5,5,4,4,5,4,5,4,5,4,4,4,4,5,5,5,4,4,5,nữ,30 đến 39 tuổi,miền Trung
30/10/2022 22:43:15,4,4,4,"Giải trí, Du lịch ảo / trải nghiệm, Học tập, giáo dục, Mua sắm thời trang",4,4,4,4,4,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,nữ,Trên 40 tuổi,miền Nam
30/10/2022 22:43:39,4,4,4,"Giải trí, Du lịch ảo / trải nghiệm, Mua sắm thời trang",5,4,4,4,5,4,5,5,4,4,5,5,5,4,4,5,5,4,3,3,4,4,3,4,4,3,4,4,3,4,4,4,4,3,3,4,nữ,Trên 40 tuổi,miền Nam
